ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,is_finish
1656143620003338975,1656143620003375403,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,36428,0,0,0,0
1656143620011405005,1656143620011441802,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,36797,0,0,0,0
1656143620093914350,1656143620116440607,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,22526257,1656143620096926584,0,0,1
1656143620096928052,1656143620116575337,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,19647285,0,0,0,0
1656143620175149649,1656143620175194325,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,44676,0,0,0,0
1656143620185011326,1656143620185058351,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,47025,0,0,0,0
1656143620258556778,1656143620286183524,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,27626746,1656143620265088650,0,0,1
1656143620265090648,1656143620286334112,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,21243464,0,0,0,0
1656143620368248070,1656143620368327465,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,79395,0,0,0,0
1656143620370857965,1656143620370903746,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,45781,0,0,0,0
1656143620467075060,1656143620496213384,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29138324,1656143620470195610,0,0,1
1656143620470197668,1656143620496407638,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,26209970,0,0,0,0
1656143620576966563,1656143620577023877,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,57314,0,0,0,0
1656143620578834503,1656143620578891825,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,57322,0,0,0,0
1656143620661341552,1656143620691258170,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29916618,1656143620671759444,0,0,1
1656143620671762519,1656143620691383570,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,19621051,0,0,0,0
1656143620738307100,1656143620738352823,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,45723,0,0,0,0
1656143620743746699,1656143620743790203,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,43504,0,0,0,0
1656143620850265051,1656143620850640258,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,375207,0,0,0,0
1656143620857062702,1656143620889684337,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,32621635,1656143620857060715,0,0,1
1656143620945625917,1656143620945703192,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,77275,0,0,0,0
1656143620963473880,1656143620963529468,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,55588,0,0,0,0
1656143621056615071,1656143621086529781,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29914710,1656143621065636306,0,0,1
1656143621065640790,1656143621086664593,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,21023803,0,0,0,0
1656143621145128132,1656143621145232528,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,104396,0,0,0,0
1656143621150651390,1656143621150949349,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,297959,0,0,0,0
1656143621243456130,1656143621275344887,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,31888757,1656143621245662767,0,0,1
1656143621245666115,1656143621275531686,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29865571,0,0,0,0
1656143621349406697,1656143621349450092,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,43395,0,0,0,0
1656143621354188737,1656143621354235570,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,46833,0,0,0,0
1656143621449527997,1656143621481209566,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,31681569,1656143621452902408,0,0,1
1656143621452903958,1656143621481645681,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28741723,0,0,0,0
1656143621518861330,1656143621518907416,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,46086,0,0,0,0
1656143621523817641,1656143621523871913,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,54272,0,0,0,0
1656143621627358244,1656143621658290348,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30932104,1656143621629591316,0,0,1
1656143621629592883,1656143621658463286,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28870403,0,0,0,0
1656143621703788885,1656143621703857331,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,68446,0,0,0,0
1656143621709061355,1656143621709115961,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,54606,0,0,0,0
1656143621793765363,1656143621822837113,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29071750,1656143621802008576,0,0,1
1656143621802010892,1656143621823002700,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,20991808,0,0,0,0
1656143621877419978,1656143621877507657,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,87679,0,0,0,0
1656143621886855913,1656143621886901989,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,46076,0,0,0,0
1656143621943743135,1656143621981372236,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,37629101,1656143621949163827,0,0,1
1656143621949165536,1656143621981522486,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,32356950,0,0,0,0
1656143622040850999,1656143622040900722,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,49723,0,0,0,0
1656143622046698812,1656143622046750615,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,51803,0,0,0,0
1656143622114897723,1656143622144858697,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29960974,1656143622124226907,0,0,1
1656143622124229078,1656143622145020525,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,20791447,0,0,0,0
1656143622187338175,1656143622187385658,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,47483,0,0,0,0
1656143622190038682,1656143622190073198,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,34516,0,0,0,0
1656143622262323772,1656143622291582507,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29258735,1656143622271558654,0,0,1
1656143622271560404,1656143622291720442,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,20160038,0,0,0,0
1656143622386319623,1656143622386380810,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,61187,0,0,0,0
1656143622398089765,1656143622432996743,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,34906978,1656143622398087737,0,0,1
1656143622464760886,1656143622465055789,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,294903,0,0,0,0
1656143622467130621,1656143622467174485,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,43864,0,0,0,0
1656143622528292056,1656143622558848827,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30556771,1656143622530044533,0,0,1
1656143622530048740,1656143622558995734,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28946994,0,0,0,0
1656143622593117107,1656143622593164476,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,47369,0,0,0,0
1656143622597256470,1656143622597307253,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,50783,0,0,0,0
1656143622690539740,1656143622719251565,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28711825,1656143622699152839,0,0,1
1656143622699155045,1656143622719619456,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,20464411,0,0,0,0
1656143622779825595,1656143622779927098,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,101503,0,0,0,0
1656143622781291415,1656143622781354141,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,62726,0,0,0,0
1656143622852711537,1656143622882100028,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29388491,1656143622860958188,0,0,1
1656143622860960007,1656143622882521216,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,21561209,0,0,0,0
1656143622924042762,1656143622924082383,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,39621,0,0,0,0
1656143622942133200,1656143622942197420,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,64220,0,0,0,0
1656143623003136128,1656143623034349122,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,31212994,1656143623009309456,0,0,1
1656143623009310786,1656143623034685066,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,25374280,0,0,0,0
1656143623117480038,1656143623117612858,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,132820,0,0,0,0
1656143623120455316,1656143623120495698,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,40382,0,0,0,0
1656143623193834132,1656143623224211211,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30377079,1656143623211182729,0,0,1
1656143623211187660,1656143623224605673,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,13418013,0,0,0,0
1656143623267766949,1656143623267840235,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,73286,0,0,0,0
1656143623271550384,1656143623271614109,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,63725,0,0,0,0
1656143623348368677,1656143623371597092,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,23228415,1656143623356969305,0,0,1
1656143623356971057,1656143623371918370,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,14947313,0,0,0,0
1656143623463216882,1656143623463258807,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,41925,0,0,0,0
1656143623468388242,1656143623468433334,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,45092,0,0,0,0
1656143623538426209,1656143623575730684,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,37304475,1656143623547475666,0,0,1
1656143623547477885,1656143623576143536,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28665651,0,0,0,0
1656143623614198109,1656143623614272046,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,73937,0,0,0,0
1656143623617599407,1656143623617674527,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,75120,0,0,0,0
1656143623700853984,1656143623730908934,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30054950,1656143623702423000,0,0,1
1656143623702428666,1656143623731187446,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28758780,0,0,0,0
1656143623813161991,1656143623813236397,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,74406,0,0,0,0
1656143623815855428,1656143623815907698,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,52270,0,0,0,0
1656143623892264695,1656143623929811478,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,37546783,1656143623899317262,0,0,1
1656143623899318658,1656143623930254461,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30935803,0,0,0,0
1656143623974648456,1656143623974718784,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,70328,0,0,0,0
1656143623987118005,1656143623987213870,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,95865,0,0,0,0
1656143624050866863,1656143624089731172,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,38864309,1656143624059387581,0,0,1
1656143624059388910,1656143624090217503,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30828593,0,0,0,0
1656143624154723616,1656143624154799942,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,76326,0,0,0,0
1656143624158915878,1656143624158964742,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,48864,0,0,0,0
1656143624236686174,1656143624268401762,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,31715588,1656143624254610542,0,0,1
1656143624254613008,1656143624268820168,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,14207160,0,0,0,0
1656143624321824549,1656143624321869385,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,44836,0,0,0,0
1656143624326187767,1656143624326279767,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,92000,0,0,0,0
1656143624419250792,1656143624450074552,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30823760,1656143624426471439,0,0,1
1656143624426472865,1656143624450520903,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,24048038,0,0,0,0
1656143624502262808,1656143624502349231,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,86423,0,0,0,0
1656143624506226594,1656143624506284548,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,57954,0,0,0,0
1656143624582544791,1656143624612695778,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30150987,1656143624590300943,0,0,1
1656143624590302882,1656143624613035557,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,22732675,0,0,0,0
1656143624707131842,1656143624707206652,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,74810,0,0,0,0
1656143624716348672,1656143624716402297,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,53625,0,0,0,0
1656143624789851473,1656143624814669671,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,24818198,1656143624797336968,0,0,1
1656143624797339165,1656143624815067505,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,17728340,0,0,0,0
1656143624889613803,1656143624889705783,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,91980,0,0,0,0
1656143624896059331,1656143624896110939,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,51608,0,0,0,0
1656143624956448119,1656143624987345096,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30896977,1656143624961239630,0,0,1
1656143624961241474,1656143624987845860,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,26604386,0,0,0,0
1656143625062353445,1656143625062444768,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,91323,0,0,0,0
1656143625068008284,1656143625068070732,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,62448,0,0,0,0
1656143625142385447,1656143625176920151,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,34534704,1656143625150741974,0,0,1
1656143625150743902,1656143625177402046,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,26658144,0,0,0,0
1656143625257748694,1656143625257823520,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,74826,0,0,0,0
1656143625262834201,1656143625262901929,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,67728,0,0,0,0
1656143625343426396,1656143625371852442,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28426046,1656143625352822694,0,0,1
1656143625352825144,1656143625372257804,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,19432660,0,0,0,0
1656143625435983487,1656143625436075973,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,92486,0,0,0,0
1656143625443104950,1656143625443154716,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,49766,0,0,0,0
1656143625524600991,1656143625552399696,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,27798705,1656143625543250808,0,0,1
1656143625543253144,1656143625552706655,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,9453511,0,0,0,0
1656143625608502764,1656143625608574762,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,71998,0,0,0,0
1656143625618105842,1656143625618147937,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,42095,0,0,0,0
1656143625720630247,1656143625757086195,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,36455948,1656143625722510457,0,0,1
1656143625722514725,1656143625757503920,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,34989195,0,0,0,0
1656143625798024463,1656143625798074270,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,49807,0,0,0,0
1656143625805130571,1656143625805186051,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,55480,0,0,0,0
1656143625869208487,1656143625898605958,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29397471,1656143625875687541,0,0,1
1656143625875689157,1656143625898905238,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,23216081,0,0,0,0
1656143625969250387,1656143625969317660,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,67273,0,0,0,0
1656143625970798576,1656143625970892224,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,93648,0,0,0,0
1656143626025926641,1656143626053977609,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28050968,1656143626036792681,0,0,1
1656143626036798803,1656143626054314487,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,17515684,0,0,0,0
1656143626111233240,1656143626111280176,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,46936,0,0,0,0
1656143626117125123,1656143626117179275,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,54152,0,0,0,0
1656143626207539479,1656143626235842808,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28303329,1656143626214093469,0,0,1
1656143626214094960,1656143626236284746,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,22189786,0,0,0,0
1656143626297679083,1656143626297728833,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,49750,0,0,0,0
1656143626303573253,1656143626303629936,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,56683,0,0,0,0
1656143626382906430,1656143626414028774,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,31122344,1656143626392758321,0,0,1
1656143626392760196,1656143626414442956,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,21682760,0,0,0,0
1656143626485720161,1656143626485768029,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,47868,0,0,0,0
1656143626488936906,1656143626488987253,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,50347,0,0,0,0
1656143626567315988,1656143626592882315,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,25566327,1656143626570312146,0,0,1
1656143626570314672,1656143626593264899,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,22950227,0,0,0,0
1656143626664143711,1656143626664215624,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,71913,0,0,0,0
1656143626678814026,1656143626678899043,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,85017,0,0,0,0
1656143626765003512,1656143626794618160,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29614648,1656143626776977105,0,0,1
1656143626776979992,1656143626795033632,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,18053640,0,0,0,0
1656143626863091579,1656143626863146417,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,54838,0,0,0,0
1656143626869217721,1656143626869257729,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,40008,0,0,0,0
1656143626949467280,1656143626980264764,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30797484,1656143626955298750,0,0,1
1656143626955300556,1656143626980602188,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,25301632,0,0,0,0
1656143627036176369,1656143627036235237,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,58868,0,0,0,0
1656143627042239512,1656143627042281685,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,42173,0,0,0,0
1656143627128124694,1656143627163726715,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,35602021,1656143627134241827,0,0,1
1656143627134243308,1656143627164133674,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29890366,0,0,0,0
1656143627203315720,1656143627203356845,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,41125,0,0,0,0
1656143627205090306,1656143627205144064,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,53758,0,0,0,0
1656143627271612930,1656143627302596871,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,30983941,1656143627285076995,0,0,1
1656143627285078625,1656143627302924178,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,17845553,0,0,0,0
1656143627393077339,1656143627393178534,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,101195,0,0,0,0
1656143627397177621,1656143627397243561,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,65940,0,0,0,0
1656143627472751760,1656143627509519178,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,36767418,1656143627482830112,0,0,1
1656143627482832198,1656143627509892825,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,27060627,0,0,0,0
1656143627558130368,1656143627558200345,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,69977,0,0,0,0
1656143627575021442,1656143627575160641,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,139199,0,0,0,0
1656143627641813168,1656143627671051155,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,29237987,1656143627651374429,0,0,1
1656143627651379919,1656143627671399825,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,20019906,0,0,0,0
1656143627738420596,1656143627738467216,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,46620,0,0,0,0
1656143627738479858,1656143627738489081,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,9223,0,0,0,0
1656143627804225247,1656143627842832923,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,38607676,1656143627810735309,0,0,1
